id1,id2,sep_pc,v_diff_kms,rv_consistent,mag1,mag2
42768945033709568,42768532716777088,0.6455233908577606,0.0271480529323505,N/A,15.290902,15.004859
1466872554405096192,1466873344679078912,0.6089377309713019,0.0423039182113221,True,13.302989,15.604242
49131681384221184,49131681384221952,0.6180759222785106,0.1724314327241032,N/A,17.242485,17.93693
39163474607448192,38929141191925760,0.6000592036558254,0.1996608503382223,N/A,13.77109,13.338667
