ra,dec,score,n_stars
261.44022195737256,-26.32258321765449,1.4168194788410104,16
272.2078775942406,-8.961740742264046,2.3011386528389264,17
272.25765881305756,-9.315855928549292,1.479283528028235,23
281.4780133494959,8.232506195852437,1.1480792032470664,18
290.9630855835866,25.903926706385906,1.940917416140181,23
