source_id,ra,dec,parallax,parallax_error,pm,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,g_rp,ruwe,l,b,w1mag,w2mag,allwise_id,wise_cc_flags,jmag,hmag,kmag,twomass_id,G-W2,J-K,dist_pc,abs_g
2837245332629888768,343.38901631089885,24.32473570906497,7.206312078264535,0.85668457,223.63083,188.60658541343227,120.1594911580354,20.439312,22.066957,18.917776,3.1491814,1.5215359,1.1552429,91.31905447020075,-31.213159296155023,17.744,17.218,J225332.64+241908.6,0000,16.10700035095215,15.656999588012695,15.397000312805176,22533355+2419262,3.2213115880126963,0.7100000381469727,138.7672347713292,14.727877329269576
3737079842005610496,195.78318809359783,11.905550635618036,6.911057727014227,0.92109823,236.12526,-220.26029991814303,85.09133820811931,20.438833,21.478205,18.874231,2.6039734,1.5646019,1.0600601,313.7174849896971,74.53188039943309,16.607,16.611,J130307.19+115406.1,0000,16.149999618530273,15.663999557495115,15.154999732971191,13030818+1154191,3.8278329389648422,0.994999885559082,144.69565144726818,14.636555602899415
2639481703765176832,353.2987684668275,-3.594265517882285,6.361224996732893,1.0475831,226.57689,90.61554877418772,-207.66777898906471,20.429937,21.420418,19.040298,2.3801193,1.3896389,1.1085663,81.07896808925469,-59.94680021412778,16.829,16.35,J233312.46-033559.0,0000,16.37700080871582,16.174999237060547,16.27400016784668,23331160-0335361,4.079936618530272,0.1030006408691406,157.20242571416625,14.447640784290012
5041568268587233920,19.359640115802563,-23.03580491287765,5.231389912001516,0.8634496,240.16925,194.8794964057834,-140.36827303780572,20.42808,21.234804,18.936388,2.2984161,1.4916916,1.1116849,179.54150667588144,-82.83228119541872,17.602,17.316,J011727.41-230223.4,0000,16.22599983215332,15.821999549865724,15.315999984741213,01172604-2302060,3.1120800152587904,0.9099998474121094,191.15378834712067,14.021165452861261
4986813620316370688,13.743166026956224,-41.73311566060611,3.746147592580464,0.69383717,215.19328,-152.58419695067474,-151.74389301161202,20.426249,21.410294,19.389277,2.021017,1.036972,1.1534793,300.31894868987905,-75.37719597214178,17.526,17.567,J005500.45-414355.3,0000,,,,,2.859249564575194,,266.9408973582828,13.294173419628223
4902587834172851200,11.280356190946383,-61.32968572275311,5.087754326388225,0.6068061,204.48482,150.53276891689072,-138.3976990766675,20.416374,21.030386,19.104727,1.9256592,1.3116474,0.9752848,304.2791209101082,-55.78203858345858,16.292,16.2,J004507.12-611946.2,0000,,,,,4.216373237060548,,196.5503709197169,13.949004661324924
4942637167257186944,29.283719542638348,-45.930520802644274,6.663717910193794,0.47822818,219.26003,69.81338501486408,-207.84862572571583,20.401724,21.486876,18.901194,2.585682,1.5005302,1.020845,272.5354351592132,-67.12827059779094,15.99,16.282,J015706.92-455549.0,0000,,,,,4.119724411987306,,150.06637637980657,14.520307020745713
1442687249962612480,200.1349069350096,22.327518706083985,4.130696594547591,0.70805514,240.8523,-112.68034869746958,-212.86842787201,20.399822,21.32944,19.10294,2.2264996,1.2968826,1.0722551,358.50397720765363,81.83516087171911,17.241,16.688,J132034.43+221937.7,0000,,,,,3.711822274658204,,242.08991803464173,13.47993848304937
4865663519292944384,67.29467214421108,-37.83001141372446,4.474816373541091,0.5812019,234.90346,52.25254974814887,-229.0181401061648,20.385635,21.76413,19.06905,2.6950798,1.3165855,1.0808104,240.56598373556125,-43.512461630779626,17.489,17.137,J042910.34-374919.4,0000,17.04400062561035,16.420000076293945,15.475000381469728,04291031-3750124,3.248635869750977,1.569000244140625,223.47285710154455,13.639511092567963
3475698749530283136,184.7497811208545,-28.00412062343129,7.536654392905321,0.89608353,244.28816,41.26253810940988,-240.77813485339496,20.381367,21.592772,18.924854,2.6679173,1.4565125,1.1092429,294.258159725248,34.320697151358026,17.07,17.217,J121857.93-280012.2,0000,16.43400001525879,15.777999877929688,15.38599967956543,12185989-2800099,3.1643679460449228,1.0480003356933594,132.68486889107672,14.767260001796444
5134182881773607680,27.96601487424969,-24.104736983635387,6.867329104258259,0.6652218,201.0055,-23.04600931833729,-199.6799729952466,20.374613,21.717932,18.921234,2.7966976,1.4533787,1.0342034,203.7711863260953,-76.05664706656016,17.649,16.857,J015150.17-240611.9,0000,16.490999221801758,16.17099952697754,15.348999977111816,01515189-2406134,3.517612649047852,1.1419992446899414,145.61702006969858,14.558552303330783
4984789556848310528,18.294728138547462,-41.467072779200414,3.556912711330765,0.67219836,245.6026,-98.31850075648056,-225.06468369617068,20.367407,21.218155,19.090014,2.1281414,1.2773933,1.2198952,287.03328933132326,-74.98315295310097,17.91,17.071,J011308.64-412814.1,0000,15.199000358581545,14.647000312805176,14.359000205993652,01131130-4127375,3.2964078544921875,0.8400001525878906,281.1426878186913,13.12277303740974
910311588174389376,130.68229500667786,37.57907091218484,4.6433268347524885,0.6786348,202.96591,67.01010317872932,-191.5849897223316,20.356718,21.343576,18.929264,2.4143124,1.427454,1.0713444,184.84114884211223,37.39364018160818,11.787,11.806,J084245.68+373449.7,0000,12.11400032043457,11.862000465393066,11.838000297546388,08424569+3734497,8.550718244140626,0.2760000228881836,215.36282833153285,13.690864269433447
