source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,parallax_error,pmra_error,pmdec_error
452244667407804800,39.082813217412,52.736042465947726,34.67004915584997,175.7998863039011,-165.8515369183188,13.870577,-0.2003851,0.024979742,0.022395337,0.02522113
452845447433371264,41.589891886144734,52.774406047385995,24.79614301030571,82.13929681249026,-158.11792468128212,14.392434,2.8795223,0.019979037,0.015919609,0.022984998
454572299163316224,41.71881050295115,56.329556839690525,21.402976399657046,-29.410875909111454,-256.9581793076531,13.355203,2.603839,0.015360038,0.013430789,0.017054873
456810625662632576,34.510158101648486,56.266163065863765,28.183498523284907,-82.8143336807559,-68.00808644031939,14.513549,3.0607357,0.040968157,0.030840382,0.045394223
460262409276830848,46.83868583082657,57.460736036208665,25.665012203363656,-55.74541129102231,-170.00429453671558,13.681242,2.6338081,0.016432185,0.01511072,0.018916477
466417441010173568,43.98852509731438,61.52127542822864,37.38089015442936,145.36445638313378,31.06251651358064,5.4685206,0.607996,0.05876413,0.060695782,0.050009787
471007111782142208,65.05314365886747,59.09429363759905,20.338238830627088,0.8645229580076164,-15.936979839684101,15.583575,3.1508722,0.034776486,0.03515454,0.03126617
478240661338195328,75.87930671643599,63.07955919611049,31.16380248887131,105.8764890283557,311.4794885150802,7.743904,0.8859148,0.018475384,0.015199785,0.015922718
478346661130589184,76.86618099765258,63.860899548495226,24.23097359800865,-95.53768462551176,-280.93333582068715,15.909796,3.281972,0.07931947,0.041437328,0.05871105
480996449793955968,82.19936968686191,66.6021789571476,24.648114984244195,202.80431484509322,-160.659895712465,11.33675,1.8559761,0.22926934,0.14608163,0.19004083
482846859145086208,75.71091651817629,66.82148082175372,35.573703617095354,67.02848159112631,-335.6804443164605,6.0787735,0.6493654,0.02180222,0.0130418455,0.01672085
483199939816707072,72.98838307776846,66.49555032670372,25.32523735672108,59.74517782562482,-98.10720386501836,7.909481,0.9017563,0.020898964,0.012180751,0.015875654
488752228721199488,60.38752056621644,64.41079313999685,25.420773756646703,-200.42501610717665,124.57300077729613,11.302886,2.027173,0.02020536,0.014059061,0.019023158
489354627951530624,65.93476894745366,65.99091090618106,22.015038315431365,-56.23340607422351,-56.65692156051525,8.927608,1.0692511,0.016836682,0.009548896,0.015357855
492606845908371072,50.23457332521036,66.91009039603043,20.330981087724005,98.90093901717546,-176.75034927193093,9.589212,1.1335659,0.0121159395,0.0072351377,0.011222591
492959720420852352,48.7110847588308,67.96930744931028,25.203464161365197,150.5412007975591,76.07514485024359,14.551686,2.7969618,0.018096717,0.011828996,0.01759158
499745528227919104,84.74070076094517,74.31456739685693,20.807615866197963,36.56964212199849,-117.79149321830874,13.505103,2.564643,0.011867522,0.009272954,0.011632312
507836387628007040,30.127278773600683,59.65233013673839,20.961055813765558,-151.73936449646877,-113.56650989546219,13.53245,2.3839283,0.020090673,0.016383104,0.024381679
512058237400513664,26.707004660241985,63.38741920228915,25.22387314302712,63.161909420096194,-82.36315364213351,9.736211,1.3741198,0.012759075,0.009351899,0.011675927
514923083669786112,30.394655289650444,63.769578629484386,84.05535611757442,-258.3264340153221,-94.65152397997127,9.9323845,2.4692488,0.03160534,0.024298592,0.026353486
519866316140403584,28.56510052132354,68.45318852886261,20.43538847258846,52.20897064807103,93.09849196258669,14.323206,2.7345562,0.017044445,0.013933027,0.019194042
526245270291681792,13.334946308240605,66.91505372912935,24.742730244921873,-3.8184743778974664,-215.3160170040491,15.043748,3.427662,0.04104399,0.03768495,0.05012074
526324228972440960,12.867052873517759,67.2657809617323,24.08008856263463,-229.75738445006306,81.26174784673834,13.522391,2.5899086,0.013318459,0.012648016,0.015228168
528767648745379200,5.238307626676471,67.66780345187624,31.788291934403915,25.926174939050135,74.38931335207275,8.277675,1.0600815,0.022783918,0.021560445,0.022775758
529009923557319424,1.2620292832761688,68.36993929418139,20.116786392373083,190.82008593623317,-34.32351831832379,15.356289,3.2019997,0.027581865,0.027797742,0.03462278
530133899320549888,7.807628644329126,69.7849367754563,24.418665931000184,297.92010481080854,-72.69574100259432,7.239864,0.6895666,0.025771795,0.024553286,0.02727322
