source_id,ra,dec,parallax,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,ruwe
1123700235048742016,136.38201415229835,73.2464953907005,38.95967566493263,701.03436,581.05695,-337.9130689237262,-472.69645935044554,16.751043,17.191505,16.147402,1.0441036,0.0,1.005501
1143939598415174144,134.07751763606993,78.7050274415334,12.701643080591777,56.14548,174.43025,-139.77051939004608,-104.35571438331276,19.455776,19.97273,18.792004,1.180727,0.0,0.9838154
1359998817298807936,257.30791385571024,47.508247956049914,10.854558751646437,47.415314,45.362244,-0.6399342616150037,-45.35773023304766,19.508831,19.982975,18.980278,1.002697,0.0,0.9738673
1368634347263005312,267.06464498998344,52.267281526426004,12.094969015315531,61.610535,64.36994,-7.759108337912332,-63.90059013767431,19.329075,19.819006,18.705975,1.1130314,0.6660074,1.0349026
1386704545987569280,243.97541514529235,46.04958894578397,12.999628305728374,64.64038,136.58698,-66.35748142040448,119.38462180733904,19.300093,19.849665,18.791409,1.0582561,0.0,0.9547447
1390542356964610176,232.34872127799898,41.028898184105806,10.359018036424573,9.196582,76.15726,-69.60722071517053,-30.899230175941213,20.82572,20.813753,19.946991,0.86676216,0.83708256,1.0750059
1394479501945576064,232.97084931735654,44.36171678321693,11.098154105373293,35.274574,137.35567,59.232070254601474,-123.92797157857774,19.983236,20.283237,19.627459,0.6557789,0.9098493,1.0528735
1421397986135890816,264.20816232288814,56.614580403239785,12.571132077490825,22.889313,118.79912,-110.54638388038428,43.50548023982337,20.519444,21.01609,19.84004,1.1760502,0.0,0.92420703
1488715482466110080,223.00141835880274,40.81808917793737,13.847270969920432,58.664253,296.3113,242.73627012886672,-169.93969981889484,19.261919,19.750395,18.598621,1.1517735,0.0,1.048372
1503766009943842048,206.4125956862174,46.18958914072635,13.051595019185601,57.917336,79.92644,14.777986361606334,78.5483737126361,19.283667,19.743433,18.689945,1.0534878,0.0,1.017007
1551279240274526208,199.18736594574918,46.21632230353976,14.854029497324012,88.091156,114.7856,-93.63524067487212,-66.39409416974574,18.910038,19.356598,18.369911,0.9866867,0.0,1.0175681
1570659781981537024,190.44558350473127,53.36737840859796,15.249212235351107,73.21417,229.21667,128.98396593964904,-189.48198818295793,19.075066,19.470087,18.512503,0.9575844,0.0,0.99586165
1571184386467631488,187.81423152655356,55.64408501057364,10.419149454560229,26.516459,68.95969,-68.95727109621929,0.577464194341286,19.993855,20.43441,19.283665,1.1507454,0.0,0.974632
1599832131864165760,231.30095354938433,55.407559234899225,14.430370115870666,67.884705,151.27057,-146.03898760953956,39.43852439279147,19.328463,19.799156,18.773376,1.0257797,0.0,1.0144058
1601489813146914176,233.63332009058442,56.4160067215041,10.91781270621484,42.47167,183.70828,-139.05745983853163,120.04896523420692,19.671375,20.148344,19.140694,1.0076504,0.0,1.0096182
1609492303587052160,213.51999854332303,54.64044967071815,16.116944457017016,90.27427,17.188356,17.117076541464417,1.5637354978813276,18.96705,19.228638,18.08883,1.1398067,0.19278571,1.0274711
1611017429293506304,217.7800431321347,58.015215077902916,12.306506957668217,55.89364,124.18129,-70.8154795041707,102.01058749969029,19.385965,19.80159,18.775167,1.0264225,0.0,0.9465749
