source_id,ra,dec,parallax,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,ruwe,simbad_name,otype,nbref
1878322823569343360,334.3207904700401,23.15529324958023,23.49381534267503,160.7718,231.62071,225.3060684911925,-53.71529116744278,17.972473,21.014044,16.461933,4.5521107,0.61865795,0.8943506,TYC 2205-606-1,*,0
2132339902553150976,284.3756876323149,50.25054339442394,23.385927842542756,222.15402,79.54428,56.58539118475184,55.90515332417137,17.995789,21.103369,16.484388,4.6189804,0.71776915,1.0154195,2MASS J18573008+5015011,PM*,3
408470017124652416,27.68071179568668,54.335455123860974,23.305460611308284,104.27713,150.17728,48.85783343471661,-142.0074890484455,18.704615,21.352804,17.149185,4.203619,0.9490963,1.0471888,2MASS J01504329+5420100,LM*,2
1623213895168955520,242.3339958107939,58.80549081788032,23.19783421325548,170.46121,45.350742,-23.535101550439244,-38.76582120256228,18.395008,20.992067,16.868406,4.123661,0.859831,1.1379411,2MASS J16092020+5848204,LM*,1
1741216167416222208,325.1571640898369,8.699868809287931,23.13289203992625,88.064705,72.535,38.27783576726654,61.612776686072415,18.754148,21.528397,17.204742,4.323654,0.7213205,1.0135875,Gaia DR3 1741216167416222208,*,1
2170551161436279680,313.68631005024844,52.89555904599199,23.13095519987452,53.332066,57.89434,37.57383560327064,44.04499516868208,20.175905,21.704182,18.64384,3.060341,0.92304534,1.0292873,2MASS J20544464+5253434,LM*,2
535610429293034880,21.115824349453565,74.15260655799922,22.96634542440272,170.31895,134.26678,-132.1064549847203,23.98862976464116,18.122873,20.391953,16.594028,3.797924,0.82216686,1.0173153,2MASS J01242833+7409088,LM*,2
1962820777496526848,330.1718567291999,45.074092251026464,22.95425557341256,190.09425,250.24255,244.42879105279903,53.62745439389497,18.174208,21.294846,16.658665,4.636181,0.5123706,1.0571777,2MASS J22004089+4504258,LM*,4
2015092071375214080,347.01073047225475,61.58798633937422,22.882857287092182,181.76387,89.58695,89.04680208280467,9.82289993174782,18.142935,20.483448,16.578001,3.905447,0.7583405,1.1130297,2MASS J23080236+6135165,LM*,3
2763066570207951360,354.4753776609698,10.338843686429582,22.77012812046758,129.18658,157.10097,156.04224556416784,-18.20801392361465,17.994093,21.04244,16.496588,4.5458527,0.63560677,0.8326526,2MASS J23375392+1020199,LM*,3
2837551473603142144,348.14061475910813,20.20165324889814,22.645643667293157,142.28738,267.7031,265.0996995567981,37.24369206523392,17.79195,20.455229,16.312317,4.142912,0.63078195,0.94782954,2MASS J23123340+2012052,LM*,2
1015697235076365952,135.0209498430879,49.489858087539616,22.629743348642144,172.0328,126.69527,4.042584411612417,-126.630751767983,17.803501,20.045315,16.323265,3.7220497,0.44894794,1.0466801,TYC 3427-1206-1,*,0
1548117392728910848,183.09430408012344,49.876233504862256,22.549740005580876,182.3793,85.09703,85.01053968420217,3.835696221840928,17.872131,20.392159,16.365116,4.0270424,0.65288806,1.077306,2MASS J12122248+4952344,LM*,2
2389273680946460544,357.16562367380345,-21.104426855845155,22.53225630332799,49.98036,299.59268,292.8700032642856,-63.11046385344133,19.649363,21.165737,18.070087,3.0956497,0.5285681,0.9668657,2MASS J23483939-2106148,PM*,2
1910773333005191680,347.540275871459,32.50267844566166,22.339313336563954,107.61803,423.9197,416.4666370275759,79.14196688060358,18.295275,21.07891,16.791805,4.2871056,0.74584717,0.996901,2MASS J23100915+3230083,PM*,4
206154723654527104,73.44529212805233,44.48238324982153,22.24167274065216,82.286674,425.58557,422.85728849131743,-48.1122870570384,18.960823,,,,0.0,0.9681779,LSPM J0453+4428,**,1
1916411143300424832,348.4759786686664,36.84808387273519,22.132752364454056,143.26295,243.57281,233.49552066667,69.336569182014,18.102371,20.67579,16.59546,4.08033,0.67672664,0.8668528,2MASS J23135392+3650520,LM*,4
413169364185135104,21.1301584218768,58.45766389478648,22.09960610365189,106.57931,125.580086,-23.772661583224483,123.3094450924266,18.716467,21.354898,17.166412,4.188486,0.978215,1.0920111,2MASS J01243128+5827256,LM*,2
1979316917945665792,325.1295185501009,50.80313174834515,22.0594504398029,196.36392,172.84775,-59.35812065579208,-162.33594647967968,17.944391,21.059992,16.460945,4.5990467,0.67595196,1.0296415,2MASS J21403116+5048140,LM*,2
288508002838148992,23.16538929602942,21.19152107766461,22.033399043756116,118.11763,256.41003,183.2503710918311,-179.34714795883446,18.330637,20.929077,16.807735,4.1213417,0.5211252,0.84638226,2MASS J01323946+2111326,LM*,4
2227748722677605376,357.65811998422606,72.06255655777619,22.031121247506785,199.69846,169.54887,165.20868909008408,38.1170614030846,17.946712,20.692204,16.445553,4.2466507,0.71833545,1.0563495,2MASS J23503738+7203446,LM*,3
1085224509260180736,119.0783499212562,62.57884386001602,21.825058475662665,144.9379,388.2942,-169.09726460082038,-349.5404135259522,18.313822,21.21555,16.789873,4.4256763,0.8384608,1.0096468,2MASS J07561916+6234493,LM*,4
206154723654526464,73.4456676613385,44.4827778926758,21.82077394912207,107.6554,428.8662,425.7398013667787,-51.68979910375955,18.700298,18.982203,17.836412,1.1457901,0.0,1.0078568,LSPM J0453+4428,**,1
1656542910105662464,255.37216343830735,75.40436847355372,21.812779167456128,107.52947,106.420166,100.60751369904288,34.689768577630744,19.340616,21.218128,17.817497,3.400631,0.95567876,1.1207134,2MASS J17012884+7524150,LM*,2
2931001337671076352,107.67151822469836,-19.98681886537566,21.76398893199596,208.96185,103.26268,55.78061254300465,86.9005421188111,17.829153,18.203995,17.271368,0.9326267,0.0,0.9928235,Gaia DR3 2931001341974199808,PM*,2
2180888941558382464,306.50646332799806,50.1158834852805,21.677174229308957,206.80946,23.26435,-8.853084520205382,21.51401729769902,17.83039,20.77775,16.339144,4.4386063,0.62290186,1.0232822,Gaia DR3 2180888842782658432,*,1
1020076452450631296,145.82003106259174,51.576991241069656,21.67271238382749,167.16437,289.58417,126.72864811471844,-260.38211329788504,18.159645,18.71691,17.49707,1.2198391,0.0,1.0165802,NVSS J094318+513403,Rad,1
246775562270248832,60.62346700239721,48.21472598389789,21.657902408520957,170.25241,266.82077,142.67318139763643,-225.47212492879305,18.090088,18.596512,17.447586,1.1489258,0.0,0.9792889,LP  156-14,**,3
2618224196924872576,327.36499806132065,-9.008503751123788,21.637248432372548,42.937202,811.2749,734.1508166218504,-345.23838969678405,19.5095,20.262865,18.677454,1.5854111,0.79874337,1.0918664,Gaia DR3 2618224196924872576,WD*,4
1047912479093335040,161.61635686535635,60.913629024228925,21.618742637651103,222.46016,47.354782,8.503057945246136,46.58512085754508,18.03371,18.481726,17.43474,1.0469856,0.0,1.0181332,2MASS J10462785+6054524,LM*,3
410439684831849344,21.77778962772345,53.58768836758726,21.59107179065825,113.30142,53.39316,-4.021198910903856,-53.241523329677975,18.48991,21.197884,16.976267,4.2216167,0.87237114,1.0099673,2MASS J01270667+5335165,LM*,1
970115399998362496,93.21078316943846,49.317631605391576,21.588645381202703,182.16698,133.61504,-111.82525344941168,-73.13064290281551,17.935507,18.362753,17.312317,1.050436,0.13224445,1.0291702,TYC 3383-522-1,*,0
2372722526256388864,12.770435408953706,-14.032359130260623,21.55295430946136,131.083,46.637447,7.981104817394462,-45.94946756436342,17.965803,20.908445,16.466778,4.4416676,0.74411935,0.9117216,2MASS J00510489-1401555,LM*,1
1740601673560819456,320.183694421573,9.075024128790522,21.517022576411563,115.20303,294.9049,43.363195086996456,-291.69940481302973,18.443615,21.085672,16.916985,4.168688,0.88775545,0.9986677,2MASS J21204404+0904346,LM*,4
1972724834635429504,327.244442205806,42.9023655714347,21.467113067901565,149.40564,107.54934,-34.50849344909409,-101.86277468158052,18.307592,20.740364,16.789774,3.9505901,0.49124402,1.0253644,2MASS J21485871+4254101,LM*,2
246775562271434752,60.62257973436698,48.21474472662488,21.372972984770936,174.27466,258.51263,138.75446477632758,-218.11919806139807,17.965998,18.288889,17.32241,0.96647835,0.34078592,1.100973,LP  156-14,**,3
2198857882133880192,334.27500565286846,58.48140377925093,21.33305519555472,115.12384,184.85963,143.05502273635364,117.08263917995876,18.966982,19.57376,18.275717,1.2980423,0.0,0.9766712,Gaia DR3 2198857817721866752,EB*,1
396553574526563968,21.861698171474192,43.52107380356206,21.319282739867838,123.20974,83.78004,-15.860054467733535,-82.26514359187001,18.04927,20.826918,16.544853,4.2820644,0.76826674,0.9002392,2MASS J01272683+4331173,LM*,2
2390036840800565504,357.7757654001152,-19.580871072990195,21.26666343463565,118.56613,59.249226,49.41098022707588,32.6959567413609,18.307083,20.85037,16.807993,4.0423775,0.55588573,0.99381804,Gaia DR3 2390036840800769280,WD?,1
5173680874201719808,41.51585417053276,-9.73669414114421,21.24278674276616,107.390305,73.55267,63.47264314751985,-37.16475670972595,18.547188,21.007318,16.998363,4.008955,0.7131711,0.8676039,2MASS J02460373-0944115,LM*,3
2150591795574568192,276.3291733711828,55.64627493573668,21.134515131275943,133.5399,224.8902,-156.994099814141,-161.02314811175376,18.741394,19.313831,17.999283,1.3145485,0.14947706,1.015641,TYC 3908-1552-1,*,1
6785315885433089664,324.6906141259593,-30.760308955969546,21.06120661556365,84.518135,109.42175,-109.19982105268322,-6.965580570039153,18.530218,21.089125,16.99507,4.094055,0.9245913,0.98618424,2MASS J21384587-3045371,LM*,2
1028072371590379136,126.32984732303304,50.82080051764597,21.04639076962017,109.60056,465.2697,-328.9962345447232,-328.99449373445054,18.47574,19.0417,17.753588,1.2881126,0.5278392,1.0998368,FIRST J082514.7+504952,AG?,1
2202749500465723392,328.5802812756151,59.83135419206747,21.005813689879517,31.098421,59.577473,53.140243127182615,26.93677808959056,20.421942,21.403282,18.884428,2.5188541,0.6314492,1.0782979,2MASS J21542022+5950069,LP?,1
2150591799870095872,276.3265511607252,55.64587870936553,20.899238338081805,150.19684,221.97346,-155.1961032443443,-158.7021949699348,18.48683,19.066416,17.777594,1.2888222,0.39696878,1.0172944,TYC 3908-1552-1,*,1
254617343621542912,73.14270211208525,46.16437757768445,20.755574064867893,141.98485,122.16006,-25.03586245324252,-119.56707250794858,17.995413,20.687563,16.511799,4.175764,0.7174775,1.0078703,2MASS J04523428+4609539,LM*,2
1439772788234819200,265.9330817024253,63.22315502997717,20.749686987684733,109.412865,134.83618,-81.94869361437647,107.07570965769688,19.027876,21.267063,17.474648,3.7924156,0.6005317,0.96678,2MASS J17434415+6313216,PM*,3
1136473669649170304,111.61819403163445,75.61730808220739,20.738663073564027,94.3458,180.01744,-18.683197525481265,-179.04529989473144,19.225426,21.135181,17.678896,3.4562855,0.7330947,1.0069567,2MASS J07262845+7537053,LM*,3
256087115787263616,72.54185598713582,48.98082780793965,20.724446918632594,88.71551,54.637863,26.4996080930468,-47.78145038517193,18.799473,19.583084,17.954758,1.6283264,0.13874434,1.0642263,Gaia DR3 256087115787263616,WD*,4
425812545313413504,15.94717680765405,58.87158831940855,20.64807181473504,52.999184,115.420975,115.39716388008962,2.3444049993480114,19.82352,21.396547,18.316847,3.0797005,0.90489036,1.011021,2MASS J01034706+5852176,LM*,2
928583646066697344,125.02807658199472,45.67018071969569,20.615535515928748,102.14981,30.576841,6.598637749011617,29.856342103128583,18.034119,20.815653,16.535715,4.2799377,0.8384654,1.0628043,2MASS J08200671+4540122,LM*,3
2285560253793454976,328.580986710973,80.793819940003,20.60616224036247,28.433058,139.27654,-138.84417021111886,10.965856347172195,20.705557,22.485527,19.153301,3.3322258,0.0,1.0348595,2MASS J21542036+8047377,LM*,2
2064090265178587648,307.2466589905094,38.58777936941725,20.592791386663983,196.03636,158.18692,-43.74719946480981,152.01737909065474,18.009367,20.902868,16.517017,4.385851,0.6046872,0.9779262,2MASS J20285926+3835133,LM*,2
1783394013279024512,331.92958752651475,24.15890783137014,20.55016931973034,112.22187,196.8184,190.5452655043206,49.29489916605556,18.335833,21.385408,16.812342,4.5730667,0.946921,0.9706122,2MASS J22074284+2409311,LM*,3
2333723325560278144,0.750619862394867,-27.651498112185617,20.515867976149107,115.193535,47.476643,-30.2204551416246,-36.616330791733645,18.156235,21.231302,16.657259,4.5740433,0.87524205,1.0964562,,,0
1673454983783415168,211.05168758602812,68.00865568955675,20.48690385447434,147.58061,172.64243,-158.01564399004408,69.54469881604781,18.545698,20.97964,17.032274,3.9473648,0.8832704,1.0488932,2MASS J14041286+6800299,LM*,3
5002336521181994880,15.149301260139238,-34.70364736520534,20.47438093626943,85.70088,24.29077,2.0877353856541805,-24.20088563166789,18.915741,21.32021,17.390076,3.9301338,0.9952638,1.0624716,2MASS J01003583-3442128,LM*,1
472013160619302912,66.73496827222732,60.84610069276992,20.462757916741666,149.17696,87.43414,-18.55346006397061,-85.44295369743884,18.03501,20.921505,16.550308,4.3711967,0.69123167,0.89751714,2MASS J04265643+6050474,LM*,2
2296492629187420800,281.4761719218267,82.65111953914146,20.46225524856576,165.60117,292.714,-11.925706021243611,292.47094610690624,18.257896,21.381016,16.746244,4.6347713,0.9060551,0.99152845,NVSS J184621+823857,Rad,2
1784990817694420224,319.4032598268599,17.380550513528803,20.451432001639365,80.85807,113.05743,56.625691728868624,97.85454605405695,18.602224,21.44312,17.06252,4.3806,0.9775094,1.0733049,2MASS J21173671+1722485,LM*,2
2251172954619615488,297.40229066887827,70.03383982038605,20.27379551201925,218.76143,23.625788,-18.536605286051916,14.648278901068968,18.136314,18.633057,17.519358,1.113699,0.0,0.96378326,Gaia DR3 2251172954619615488,WD*,4
2159835252389580160,275.5418963676884,61.86335913322456,20.216871814757173,199.2368,182.68083,104.58309892943556,-149.78203858649823,18.049412,20.631517,16.562988,4.068529,0.6107048,0.94526625,2MASS J18220981+6151507,LM*,3
2324426134407630720,355.6281245042403,-34.06337191408397,20.141612857002013,69.876335,152.33064,147.48586983778296,-38.112259922858414,19.04355,21.56116,17.494566,4.066593,0.9602175,1.0147705,SIPS J2342-3403,LM*,3
478735922607634560,73.57023608678483,63.59148560954373,20.12542882503374,135.95468,214.66972,79.79750158584544,-199.2873496411462,18.461847,18.946678,17.853094,1.0935841,0.19018812,1.0241464,LSPM J0454+6335,PM*,1
339492052075797376,36.471523833481314,42.46672272994282,20.10556132295048,93.61266,450.6743,399.9406397931702,-207.73733504624215,18.971056,19.640087,18.223938,1.4161491,0.0,0.969183,** LDS 3383,**,1
1869756975154936832,314.4639451633846,35.71576019646452,20.073316324714384,98.596535,70.61488,-56.95389888994015,-41.7458390397384,18.974947,21.500563,17.439486,4.061077,0.74206287,0.919344,2MASS J20575143+3542574,LM*,2
1649377152308845952,254.13742491434704,70.02489938047854,20.062228109303497,169.63199,54.394833,-54.38002122880252,1.269247121458004,18.004751,20.636658,16.51162,4.125038,0.8956285,1.1071513,TOI-2094.01,Pl?,2
272748152924048128,71.47623058735576,53.44009764658182,20.05673121096639,100.31944,72.315155,-25.99326705588329,-67.48208172972811,18.497519,21.563797,16.987226,4.5765705,0.8314724,0.94348276,2MASS J04455434+5326252,LM*,2
2064838031864808832,308.9590463557612,40.91096214767874,20.02804559502396,89.54114,114.55733,88.7610944264036,72.42133433390732,19.08487,19.827648,18.423454,1.4041939,0.0,0.96557885,2MASS J20354606+4054323,LP?,1
2299248864320112512,336.35217717300554,82.32397431041491,20.021856612489465,137.07588,337.76154,322.66719769088513,99.84352847797804,18.173573,20.82628,16.688467,4.1378136,0.79121614,1.0063097,2MASS J22252194+8219246,LM*,4
916679306686599424,130.2271885769378,43.43890417235601,19.999576256959173,97.626686,245.79922,-245.79699944781927,-1.0448506404105786,18.33077,21.224085,16.827105,4.3969803,0.8455715,1.0428815,2MASS J08405493+4326201,LM*,2
2126041766808186752,291.176886180205,43.56207887943553,19.944495127313925,111.89478,367.0106,35.37213307476574,-365.3020592762507,18.34478,,,,0.739552,0.9941786,G 208-21B,PM*,2
554320298972971392,50.51695170684964,76.90944829591209,19.9168707665183,144.90993,122.82031,98.07122231736837,-73.9382448763834,18.288715,21.201172,16.781204,4.4199677,0.82609284,1.062891,2MASS J03220360+7654351,LM*,2
246927363591873536,58.268618553142325,47.92828078907736,19.9166942916083,12.302751,230.25165,-54.711065919385376,-223.6571467215048,20.698778,21.811567,19.24099,2.5705776,0.0,0.9635841,2MASS J03530457+4755455,BD?,2
