source_id,ra,dec,parallax,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,ruwe,simbad_name,otype,nbref,W1,W2,J,H,K,W1_W2,dist_pc,M_G,M_J
406123143916057216,26.154308060282503,51.36491422428165,28.23366246910765,209.9523,168.39705,128.24357092406777,109.13823184062156,17.42096,20.023468,15.94022,4.083248,0.51965916,1.0609962,2MASS J01443682+5121518,LM*,4,17.367,18.392,16.32200050354004,15.701000213623047,15.725000381469727,-1.0249996,35.41871342742612,14.674796092284987,13.575836595825026
503816916707209984,80.0395842400158,76.44868940971936,28.143343331263697,331.00516,168.09741,-8.36918482699862,167.88894203001698,17.281275,20.335684,15.798707,4.536977,0.49159318,1.0243547,LSPM J0520+7626,LM*,4,16.547,16.481,13.34000015258789,12.78600025177002,12.402999877929688,0.065999985,35.532381076029665,14.528153444184092,10.586878596771982
522185284946865792,30.581571440171107,70.89828223632908,27.730036200423147,347.93082,69.98755,-69.97746961058328,-1.1876630136542852,17.39348,20.436281,15.909869,4.526412,0.45220062,1.0300295,2MASS J02021981+7053537,LM*,3,14.815,15.092,15.638999938964844,14.99899959564209,15.045999526977539,-0.27700043,36.06197960840529,14.608232182659188,12.853752121624032
2385628829965900928,349.2193695566137,-21.699573312640226,27.60730510172325,101.12844,205.45047,-18.126720078995227,-204.6492488513545,18.925358,21.398615,17.376312,4.0223026,0.6825627,0.96210384,2MASS J23165266-2141548,PM*,2,16.803,16.965,14.35200023651123,13.605999946594238,13.204000473022461,-0.16200066,36.22229682742847,16.13047807438202,11.557120310893248
2208530698238308736,345.23440338625664,64.13724682874657,27.39665982988829,315.09662,142.81253,-82.3999609646788,-116.64333400707116,17.936281,18.547552,17.247671,1.299881,0.0,0.98327947,ZTF J230057.76+640842.3,LP*,2,16.253,16.983,16.2810001373291,15.404000282287598,15.081000328063965,-0.72999954,36.500799959163395,15.124769086752787,13.469488224081887
1737141510468332800,316.185237459268,7.3737200361788675,27.01825339719718,206.81093,91.048645,-90.16221205805208,12.674065072756786,17.366749,20.38706,15.882228,4.5048323,0.69614226,1.0466832,2MASS J21044455+0722251,LM*,4,15.221,15.316,15.638999938964844,15.284000396728516,15.329999923706055,-0.09500027,37.01201499959794,14.525035352505403,12.797286291470249
1055924070568324608,165.3702570487241,65.14468382992598,26.82225382851117,192.64691,296.65625,-282.6694466050155,-90.01621946292155,18.139923,20.816774,16.609715,4.20706,0.90770173,0.9890578,DESI J165.3818+65.1308,AG?,1,17.58,16.276,13.770999908447266,13.10099983215332,12.753999710083008,1.3040009,37.28247470900574,15.282399340389214,10.91347624883648
354582780449594240,37.28886732268632,49.114512887783775,26.746153069183208,170.8735,279.96664,-160.6931630848209,-229.25754939480368,17.75991,20.899736,16.248486,4.651251,0.86310256,0.89998215,Gaia DR3 354582780449592960,*,1,18.35,18.184,17.090999603271484,16.07699966430664,15.697999954223633,0.16600037,37.38855443671992,14.896216628801252,14.227306232072735
2205493129867600256,336.4571586662378,63.963577943683845,26.32583675563172,387.98352,1730.3617,1089.6697403576773,1344.161989111892,17.478283,17.940075,16.880949,1.0591259,0.0,1.0169871,Gaia DR3 2205493129864955008,*,1,16.646,17.467,15.996000289916992,15.267000198364258,14.588000297546387,-0.82099915,37.98549726196553,14.58019391972034,13.097911209637331
2686976036241883520,325.0155316823326,-0.8332721982334194,26.32330738011512,190.4137,33.820774,26.30922123669567,21.25252024635965,17.819538,20.732813,16.306942,4.425871,0.5128742,0.9781551,2MASS J21400369-0050001,LM*,3,16.529,16.378,13.744999885559082,13.42300033569336,13.329999923706055,0.15099907,37.989147243534056,14.92124027552519,10.84670216108427
2143230844400445696,289.62638225983795,58.05503876201708,26.310104346747696,114.06195,190.04735,60.24122483308758,180.24702685916924,17.977713,,,,0.95247257,0.9604107,LSPM J1918+5803B,PM*,1,8.033,7.99,8.979000091552734,8.331999778747559,8.107000350952148,0.04300022,38.008211097179256,15.078325852577294,6.079612944130026
1792460830974869376,326.2710176145377,19.89359009874023,26.251928706180195,32.684105,232.17732,-17.059907897829202,-231.54970619367143,19.823622,19.714514,17.107166,2.6073475,0.0,0.91214263,G 126-32C,PM*,1,15.66,15.54,8.640000343322754,8.045000076293945,7.8379998207092285,0.119999886,38.092439271503174,16.919428080744293,5.735806424067047
2086976908949413632,298.6459339792648,49.388480883657,26.131490695649656,188.23462,109.08299,5.768654640386686,-108.93035223405748,18.430902,21.075388,16.83312,4.2422676,0.059932467,0.91744417,2MASS J19543501+4923203,LM*,3,11.921,11.98,15.71500015258789,15.015000343322754,14.949000358581543,-0.059000015,38.26800436480568,15.516722925871356,12.800821078459247
441131353629184384,44.39849074381396,52.88692930533223,26.022484149835243,195.67546,55.95319,-55.132189362286354,-9.54993007149872,17.551092,20.20576,16.058945,4.1468143,0.5356804,1.037721,2MASS J02573574+5253131,LM*,2,19.328,17.179,13.09000015258789,12.9350004196167,12.887999534606934,2.1489983,38.428306622922136,14.627835763408678,10.166743915996568
1692591738851696384,181.84024073282004,75.36168424859096,26.00564670103132,257.35425,89.70612,74.32886047321864,50.22359292600584,17.697664,20.514841,16.20396,4.3108807,0.7034789,1.028378,2MASS J12072133+7521412,LM*,3,17.885,16.925,13.616000175476074,12.97700023651123,12.612000465393066,0.960001,38.45318716724481,14.773002290784433,10.691338466260508
1437716460972795392,259.4999734293351,61.2022461706045,25.948292989818984,160.27852,169.8945,120.8571727458276,-119.40554568343155,18.463219,21.179241,16.913233,4.2660084,0.9245616,0.9537449,2MASS J17175971+6112099,LM*,4,17.83,18.363,14.70199966430664,14.128000259399414,13.895000457763672,-0.53300095,38.538180542063316,15.533762965163934,11.772543629470576
2307221350118692992,359.2125480881644,-38.46195112009317,25.743994927463863,147.84988,97.725914,96.32622055578322,-16.480695037322764,17.962818,21.100891,16.443525,4.657366,0.8881596,1.0581392,2MASS J23565088-3827426,LM*,4,17.845,17.751,13.753999710083008,13.184000015258789,12.71399974822998,0.09399986,38.84401013974694,15.016197705913001,10.80737941599601
1087773413437321216,117.6913832004643,61.52209931364379,25.73556099403136,211.99901,78.69417,77.82019670806079,-11.695681474475307,17.783333,20.857313,16.280785,4.5765285,0.6725479,0.9745981,2MASS J07504576+6131197,LM*,3,17.289,16.738,16.479000091552734,15.892999649047852,15.645000457763672,0.5509987,38.85673991065988,14.836001198069223,13.531668289621958
2006217676803960960,334.50334166619103,56.03850779217613,25.40561524830133,270.50842,256.96582,111.2559324063768,231.6323585926756,18.033844,18.639793,17.284712,1.3550816,0.25224856,1.0469985,IRAS 22161+5546,*,2,14.486,14.315,15.875,15.319999694824219,14.982000350952148,0.17100048,39.36137701159833,15.058492583459845,12.899648583459847
1065017822005186432,146.02141627329294,65.63186666761437,25.211043079498225,241.94804,180.56017,-137.14873002966004,-117.44018465183498,17.50529,20.366245,16.025684,4.340561,0.6848001,1.066697,2MASS J09440552+6537567,LM*,3,14.774,14.669,13.515000343322754,12.892999649047852,12.503000259399414,0.105000496,39.665157718650924,14.513244072550984,10.52295441587374
1103299758870807936,104.04012509545193,68.6836258155403,25.20008442287462,209.59222,66.797905,0.5969519391360212,-66.79523600350673,17.53717,20.075718,16.025414,4.0503044,0.704326,0.9787233,1RXS J065612.9+684122,X,0,17.502,16.707,14.706000328063965,14.154999732971191,14.201000213623047,0.7950001,39.68240674195044,14.54417997857581,11.713010306639775
2202050043570150528,336.73879870990174,61.66630878997305,25.11860937705373,221.64801,138.2883,-114.56518011611958,77.44982147391005,17.786072,20.80984,16.275543,4.534296,0.87085426,1.1369652,NVSS J222649+613957,Rad,4,16.311,16.304,16.773000717163086,15.859999656677246,15.550000190734863,0.0069999695,39.811121109017954,14.786049961036502,13.772978678199587
991250418666810752,101.67765172309822,50.154141827813866,24.872977042708364,189.78787,66.11754,-44.99192396722095,48.44848010341617,17.759943,20.505621,16.26375,4.241871,0.6340246,1.0665909,2MASS J06464270+5009142,LM*,2,16.129,15.921,13.699999809265137,13.111000061035156,12.682999610900879,0.20800018,40.20427463439303,14.73858184509581,10.678638654360947
2612345589287743488,332.8356775042406,-12.949065878824763,24.7152493594484,92.306526,226.27515,147.71407818349732,-171.40883999973386,18.586723,20.785782,17.030704,3.7550774,0.87928194,1.1016214,Gaia DR3 2612345589287743488,PM*,1,16.624,16.762,14.253999710083008,13.631999969482422,13.289999961853027,-0.13799858,40.46085011955219,15.551547982720805,11.218824692803814
1773169036176253824,327.80447105201165,17.393574954664874,24.48285530539949,137.58046,82.75158,59.09602490974499,-57.92653464120139,18.184076,21.787598,16.656233,5.131365,0.67061096,1.0369422,2MASS J21511299+1723379,LM*,3,17.379,18.229,13.866000175476074,13.229999542236328,12.8149995803833,-0.8500004,40.844909122158576,15.128386329431855,10.810310504907928
2088442248714858368,303.2445639087201,51.83341859310422,24.38882686491323,174.72772,153.46635,-32.45027608786242,-149.9963335621282,18.223515,21.017078,16.563251,4.453827,0.8952566,0.9472911,LSPM J2012+5150B,PM*,2,16.86,17.793,16.684999465942383,16.124000549316406,15.01099967956543,-0.93299866,41.00238217848195,15.15946955336283,13.620954019305215
269226279739467904,83.84757704523047,57.26471319244842,24.37023592763365,204.79991,280.72665,175.36988932716872,-219.20960842994413,17.91409,18.427082,17.260555,1.1665268,0.0,0.9943778,Gaia DR3 269226043515194880,*,1,16.684,16.433,16.08300018310547,15.833000183105469,15.902000427246094,0.25099945,41.0336610186892,14.8483886679945,13.017298851099968
2523162448812944640,9.80297989056386,-8.076895510403347,24.329718159252536,129.49147,273.30182,-107.24178307962016,-251.3823605579266,18.150032,21.073109,16.628729,4.44438,0.71869016,1.040137,SIPS J0039-0804,LM*,4,16.974,16.956,13.935999870300293,13.211999893188477,12.857000350952148,0.018001556,41.101996885225006,15.080717389991051,10.866685260291344
1868919323385801856,318.09386136286395,38.07550160769944,24.281084413413765,113.91522,137.49911,93.40846184566172,100.90027782920458,19.111635,21.626291,17.56462,4.061672,0.94762194,1.0484107,2MASS J21122239+3804300,LM*,3,16.779,15.707,16.426000595092773,15.887999534606934,16.027999877929688,1.0719995,41.18432204154618,16.037975393944627,13.352340989037401
346573353637110784,29.501147681167023,43.28447233704699,24.17374154237805,155.90623,89.50836,-44.38795548710437,77.7268019297154,17.628286,20.679262,16.15922,4.5200424,0.44293338,0.96528095,Gaia DR3 346573353637110784,PM*,1,9.959,10.021,10.512999534606934,10.071999549865723,9.968999862670898,-0.062000275,41.367199953178066,14.545005372321869,7.429718906928803
2286943198903839872,340.8095173624382,81.41369488435414,24.09991948587885,267.59543,141.79979,91.25539039481062,-108.53403007754136,17.636538,20.660686,16.159319,4.5013676,0.5108571,1.0416746,LSPM J2243+8124,LM*,3,17.418,16.779,13.73900032043457,13.147000312805176,12.753000259399414,0.63899994,41.49391455792796,14.54661595833141,10.649078278765979
2397269462648462336,342.2461926779396,-21.90114743259772,23.616362078194072,91.540855,98.42033,98.25752971694811,5.658508839754943,18.57486,21.356237,17.02191,4.3343277,0.91143334,1.0744882,Gaia DR3 2397269462648462336,PM*,1,17.392,17.313,14.781999588012695,14.166000366210938,14.152000427246094,0.07900047,42.3435242349769,15.440924993261373,11.648064581274067
373038151839778688,17.335482351096474,41.764518339184185,23.607048566559207,121.91345,125.369194,125.26157427100144,-5.1935074521873705,17.688627,21.042202,16.176989,4.8652134,0.86582303,0.8908293,Gaia DR3 373038151839778688,PM*,2,17.224,17.37,13.744999885559082,13.173999786376953,12.809000015258789,-0.14599991,42.36022970768822,14.553835467502772,10.610208353061854
1095345479434185984,119.20575805974968,66.83225418999076,23.49525243858702,191.71776,266.91907,161.93030391025002,-212.18945951987132,17.763632,20.78011,16.26376,4.51635,0.677084,0.87718344,SDSS J075654.96+664944.7,*,1,17.914,17.862,13.817999839782715,13.309000015258789,12.991000175476074,0.052000046,42.56178998773673,14.618532577736843,10.672900417519557
1878322823569343360,334.3207904700401,23.15529324958023,23.49381534267503,160.7718,231.62071,225.3060684911925,-53.71529116744278,17.972473,21.014044,16.461933,4.5521107,0.61865795,0.8943506,TYC 2205-606-1,*,0,8.297,8.388,13.866999626159668,13.204000473022461,12.979999542236328,-0.0909996,42.56439345479843,14.827240754751793,10.72176738091146
2132339902553150976,284.3756876323149,50.25054339442394,23.38592784254276,222.15402,79.54428,56.58539118475184,55.90515332417137,17.995789,21.103369,16.484388,4.6189804,0.71776915,1.0154195,2MASS J18573008+5015011,PM*,3,18.305,17.927,13.82800006866455,13.093000411987305,12.74899959564209,0.37800026,42.76075795379987,14.840562026643305,10.672773095307857
408470017124652416,27.68071179568668,54.335455123860974,23.305460611308284,104.27713,150.17728,48.85783343471661,-142.0074890484455,18.704615,21.352804,17.149185,4.203619,0.9490963,1.0471888,2MASS J01504329+5420100,LM*,2,17.611,18.319,14.416000366210938,13.878999710083008,13.524999618530273,-0.7080002,42.90839888033707,15.541903453951404,11.253288820162341
